layer_a,layer_b,cosine
8,14,0.03678840210807212
8,15,0.0280264176713983
8,16,0.01549752164821159
8,17,0.03185078166433211
8,18,0.017633867254428802
8,19,0.014015666217227996
8,20,-0.02326200477372371
8,21,0.01261109683946335
8,22,0.0035635489237496125
8,23,-0.0023142019526283717
8,24,-0.013563293472626338
9,9,0.9999999999999996
9,10,0.31624566679967553
9,11,0.1604189068071508
9,12,0.08400540332006239
9,13,0.07119645162142421
9,14,0.02409627120515378
9,15,0.020422129486896437
9,16,-0.01602546242283489
9,17,-0.004359557313805502
9,18,-0.03025372062181212
9,19,-0.03154521738889232
9,20,-0.03507649100230473
9,21,-0.00902427833281337
9,22,-0.005796157529873023
9,23,-0.008992012841386508
9,24,-0.010538936460680005
10,10,0.9999999999999999
10,11,0.35478047480034136
10,12,0.13221668690216645
10,13,0.07254825321300899
10,14,0.02594885849334716
10,15,0.034933702024793734
10,16,0.036422746137724574
10,17,0.060652134561799464
10,18,0.012446695445131512
10,19,0.03442348110859002
10,20,0.01402585911043549
10,21,0.016137762847755192
10,22,0.004867512221776495
10,23,0.004404377436859548
10,24,0.019168804875676796
11,11,0.9999999999999998
11,12,0.37623341393962473
11,13,0.16506984063182362
11,14,0.10514421462899279
11,15,0.05437819998935131
11,16,0.05119273941712419
11,17,0.041888874725885476
11,18,0.03461994241753805
11,19,0.03767831603333429
11,20,0.04508382743881982
11,21,0.054182256045931014
11,22,0.009320179526239088
11,23,0.01619858605981213
11,24,0.02006159600669807
12,12,1.0
12,13,0.3699344451875923
12,14,0.1917536059846815
12,15,0.09504633383685701
12,16,0.05551512110304641
12,17,0.06341456741164742
12,18,0.049282417153381816
12,19,0.04379865332201746
12,20,0.05757856578992972
12,21,0.03420741185825426
12,22,0.011104235466487023
12,23,0.009767813110293042
12,24,0.00036939693964541586
13,13,0.9999999999999999
13,14,0.35937923312596076
13,15,0.16865838584694118
13,16,0.11793357574944424
13,17,0.09086011527129999
13,18,0.062179829345500995
13,19,0.06359154879635352
13,20,0.04391408840642729
13,21,0.0041271353570198135
13,22,0.0033891458216663063
13,23,0.007614865631282773
13,24,-0.011682493298750844
14,14,1.0
14,15,0.398574027194193
14,16,0.17667166588551045
14,17,0.13457105358797003
14,18,0.08238628271172833
14,19,0.08046371125511292
14,20,0.05256059849579509
14,21,0.05682149323849419
14,22,0.045845675630249036
14,23,0.06251729156639979
14,24,0.0637057436501745
15,15,0.9999999999999999
15,16,0.4129383053898648
15,17,0.22002995003488718
15,18,0.12981101704202938
15,19,0.10563349593497252
15,20,0.08832736960683701
15,21,0.08455141536566944
15,22,0.08162409754103486
15,23,0.07874442048710423
15,24,0.06643952641069038
16,16,0.9999999999999998
16,17,0.5592014930178826
16,18,0.3722844215742822
16,19,0.2873373963805911
16,20,0.1566364358424531
16,21,0.14851557485424688
16,22,0.10424767182505042
16,23,0.10561463274276779
16,24,0.10945919582704898
17,17,1.0
17,18,0.629191817195215
17,19,0.4370910255733247
17,20,0.2598312346643572
17,21,0.20966220185968207
17,22,0.14742422453577697
17,23,0.14088109560232145
17,24,0.1225092045286946
18,18,1.0000000000000004
18,19,0.6657609307195125
18,20,0.3728481553184764
18,21,0.2655994079364736
18,22,0.2095886394960811
18,23,0.1960010797328402
18,24,0.14376843024418523
19,19,1.0000000000000004
19,20,0.4473845456327864
19,21,0.3020457155438558
19,22,0.25646678251231364
19,23,0.22960812686801915
19,24,0.1825113253817062
20,20,1.0000000000000002
20,21,0.7218953042594987
20,22,0.5799276229313003
20,23,0.4588237333038305
20,24,0.3131190379402663
21,21,0.9999999999999998
21,22,0.7327350810513442
21,23,0.5539502285999897
21,24,0.3839694431874688
22,22,1.0000000000000004
22,23,0.7153067518023408
22,24,0.4680909238025044
23,23,1.0
23,24,0.6325164809129051
24,24,0.9999999999999997
