layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,nan,1.0000000000000002,0.2039865723066464,0.054262639851759005,0.004271466537436704,0.00022939994871958881,0.027556580612892536,0.05815962996261949,0.017010690393632517,0.004157389647769259,0.009328965613945838,-0.033698126661832056,-0.06274054692691568,-0.022896269637248737,-0.006019705684118484,-0.02405014163181515,0.0010191836508358955,-0.011354787072938155,-0.0011997786797713662,-0.012107320524056305,-0.011098776796490767,-0.006548074709736784,-0.010473379300793161,0.01483202483420148,0.005303263278939058
2,nan,0.2039865723066464,0.9999999999999999,0.22848516478531275,0.07309810620161009,0.02409502109895406,-0.008699863791294355,0.005282400150012148,-0.04106719161528195,-0.0408064445016605,-0.01568046626173123,-0.0039186239572418765,-0.027718738273924494,0.0058866788117594715,0.004978666019481163,0.03213794787360319,0.023451758170016296,0.005838192235762556,-0.01303298961565318,-0.01195283951075815,-0.008183665902413689,-0.014785251446896191,-0.016109055004473183,-0.04898126021688293,-0.006123269747966578
3,nan,0.054262639851759005,0.22848516478531275,1.0000000000000002,0.215896580520945,0.08034315995981324,0.023553759248268528,-0.015718632325496168,-0.005504112269594028,0.01604699356492815,-0.001617194082336397,-0.00795527932245101,0.004333187812524987,-0.0007491775268730298,0.03216405786643724,-0.00955691797986855,-0.022758239931093934,-0.015497883574377227,-0.036330375331474124,-0.03704750175067236,-0.024224948062315014,0.003245666654049539,0.00011491325554639472,0.002200418767726084,0.005156181410676818
4,nan,0.004271466537436704,0.07309810620161009,0.215896580520945,1.0,0.24571170825762018,0.09810233704146092,0.012471092352590701,0.0338359240184988,-0.004361500794391904,-0.008253876245144506,0.012677736874943415,0.029363960464570255,0.023232235727308877,0.010332817707367091,-0.015229881168518129,0.0025855418487166428,-0.0064666201461259405,-0.003392652834081004,-0.011268261106497696,-0.0014225158776374567,0.014183256094183385,0.02738573180928191,0.019556093858144614,0.02730259847045851
5,nan,0.00022939994871958881,0.02409502109895406,0.08034315995981324,0.24571170825762018,0.9999999999999996,0.2953205959014303,0.09156852320969536,0.05510305129076319,0.027496179579247767,0.0257239136842572,0.04476571690875545,0.045992906571410024,0.03449583188858308,0.03932187283397439,0.018918288813699616,-0.0047949635303607425,0.0009412674061042682,-0.00036600252821459775,-0.014789286366279542,-0.012203963756247625,-0.01687618505513845,-0.010391636541321886,-0.002118349752024913,-0.028037154890783945
6,nan,0.027556580612892536,-0.008699863791294355,0.023553759248268528,0.09810233704146092,0.2953205959014303,0.9999999999999999,0.3361465941618481,0.11861925359533042,0.1166150044116875,0.07287969861933272,0.02953299202945808,0.03175533245978621,0.03915228783857922,0.02661662183006621,0.024268003991335548,0.028998869912508902,0.01838828327733861,0.0014069818875594095,0.010057431039448578,0.018988126717423382,0.029787931823731142,0.024615058589747836,0.015920367495379017,-0.00838360309817955
7,nan,0.05815962996261949,0.005282400150012148,-0.015718632325496168,0.012471092352590701,0.09156852320969536,0.3361465941618481,0.9999999999999997,0.31297680740434364,0.17509057511557682,0.07822331537806126,0.022546723843577837,0.007351494148043839,0.04089119688905741,-0.0028992926950394075,-0.006906147976415205,0.0028909699965215113,-0.004723477785619762,0.01237176692875028,0.012273461344270244,0.008506238870866559,0.017635420123905766,0.02330153882056079,0.02708810609289264,-0.043818329458581204
8,nan,0.017010690393632517,-0.04106719161528195,-0.005504112269594028,0.0338359240184988,0.05510305129076319,0.11861925359533042,0.31297680740434364,0.9999999999999998,0.33615232008683055,0.161580370722414,0.07122045646443123,0.019683127811597,0.05296677999073321,0.03678840210807212,0.0280264176713983,0.01549752164821159,0.03185078166433211,0.017633867254428802,0.014015666217227996,-0.02326200477372371,0.01261109683946335,0.0035635489237496125,-0.0023142019526283717,-0.013563293472626338
9,nan,0.004157389647769259,-0.0408064445016605,0.01604699356492815,-0.004361500794391904,0.027496179579247767,0.1166150044116875,0.17509057511557682,0.33615232008683055,0.9999999999999996,0.31624566679967553,0.1604189068071508,0.08400540332006239,0.07119645162142421,0.02409627120515378,0.020422129486896437,-0.01602546242283489,-0.004359557313805502,-0.03025372062181212,-0.03154521738889232,-0.03507649100230473,-0.00902427833281337,-0.005796157529873023,-0.008992012841386508,-0.010538936460680005
10,nan,0.009328965613945838,-0.01568046626173123,-0.001617194082336397,-0.008253876245144506,0.0257239136842572,0.07287969861933272,0.07822331537806126,0.161580370722414,0.31624566679967553,0.9999999999999999,0.35478047480034136,0.13221668690216645,0.07254825321300899,0.02594885849334716,0.034933702024793734,0.036422746137724574,0.060652134561799464,0.012446695445131512,0.03442348110859002,0.01402585911043549,0.016137762847755192,0.004867512221776495,0.004404377436859548,0.019168804875676796
11,nan,-0.033698126661832056,-0.0039186239572418765,-0.00795527932245101,0.012677736874943415,0.04476571690875545,0.02953299202945808,0.022546723843577837,0.07122045646443123,0.1604189068071508,0.35478047480034136,0.9999999999999998,0.37623341393962473,0.16506984063182362,0.10514421462899279,0.05437819998935131,0.05119273941712419,0.041888874725885476,0.03461994241753805,0.03767831603333429,0.04508382743881982,0.054182256045931014,0.009320179526239088,0.01619858605981213,0.02006159600669807
12,nan,-0.06274054692691568,-0.027718738273924494,0.004333187812524987,0.029363960464570255,0.045992906571410024,0.03175533245978621,0.007351494148043839,0.019683127811597,0.08400540332006239,0.13221668690216645,0.37623341393962473,1.0,0.3699344451875923,0.1917536059846815,0.09504633383685701,0.05551512110304641,0.06341456741164742,0.049282417153381816,0.04379865332201746,0.05757856578992972,0.03420741185825426,0.011104235466487023,0.009767813110293042,0.00036939693964541586
13,nan,-0.022896269637248737,0.0058866788117594715,-0.0007491775268730298,0.023232235727308877,0.03449583188858308,0.03915228783857922,0.04089119688905741,0.05296677999073321,0.07119645162142421,0.07254825321300899,0.16506984063182362,0.3699344451875923,0.9999999999999999,0.35937923312596076,0.16865838584694118,0.11793357574944424,0.09086011527129999,0.062179829345500995,0.06359154879635352,0.04391408840642729,0.0041271353570198135,0.0033891458216663063,0.007614865631282773,-0.011682493298750844
14,nan,-0.006019705684118484,0.004978666019481163,0.03216405786643724,0.010332817707367091,0.03932187283397439,0.02661662183006621,-0.0028992926950394075,0.03678840210807212,0.02409627120515378,0.02594885849334716,0.10514421462899279,0.1917536059846815,0.35937923312596076,1.0,0.398574027194193,0.17667166588551045,0.13457105358797003,0.08238628271172833,0.08046371125511292,0.05256059849579509,0.05682149323849419,0.045845675630249036,0.06251729156639979,0.0637057436501745
15,nan,-0.02405014163181515,0.03213794787360319,-0.00955691797986855,-0.015229881168518129,0.018918288813699616,0.024268003991335548,-0.006906147976415205,0.0280264176713983,0.020422129486896437,0.034933702024793734,0.05437819998935131,0.09504633383685701,0.16865838584694118,0.398574027194193,0.9999999999999999,0.4129383053898648,0.22002995003488718,0.12981101704202938,0.10563349593497252,0.08832736960683701,0.08455141536566944,0.08162409754103486,0.07874442048710423,0.06643952641069038
16,nan,0.0010191836508358955,0.023451758170016296,-0.022758239931093934,0.0025855418487166428,-0.0047949635303607425,0.028998869912508902,0.0028909699965215113,0.01549752164821159,-0.01602546242283489,0.036422746137724574,0.05119273941712419,0.05551512110304641,0.11793357574944424,0.17667166588551045,0.4129383053898648,0.9999999999999998,0.5592014930178826,0.3722844215742822,0.2873373963805911,0.1566364358424531,0.14851557485424688,0.10424767182505042,0.10561463274276779,0.10945919582704898
17,nan,-0.011354787072938155,0.005838192235762556,-0.015497883574377227,-0.0064666201461259405,0.0009412674061042682,0.01838828327733861,-0.004723477785619762,0.03185078166433211,-0.004359557313805502,0.060652134561799464,0.041888874725885476,0.06341456741164742,0.09086011527129999,0.13457105358797003,0.22002995003488718,0.5592014930178826,1.0,0.629191817195215,0.4370910255733247,0.2598312346643572,0.20966220185968207,0.14742422453577697,0.14088109560232145,0.1225092045286946
18,nan,-0.0011997786797713662,-0.01303298961565318,-0.036330375331474124,-0.003392652834081004,-0.00036600252821459775,0.0014069818875594095,0.01237176692875028,0.017633867254428802,-0.03025372062181212,0.012446695445131512,0.03461994241753805,0.049282417153381816,0.062179829345500995,0.08238628271172833,0.12981101704202938,0.3722844215742822,0.629191817195215,1.0000000000000004,0.6657609307195125,0.3728481553184764,0.2655994079364736,0.2095886394960811,0.1960010797328402,0.14376843024418523
