control,layer,val_r2,val_pearson_r,val_mse,test_r2,test_pearson_r,test_mse
global,8,-0.3651533374699567,0.014409086029326765,0.5237543079591549,-0.3898116623613097,-0.004603675312853694,0.5232187620616071
global,9,-0.4178291891767232,-0.0036293307302249795,0.5439639089611695,-0.4610181797101358,-0.027395866278625947,0.550025693437238
global,10,-0.42160736295359014,-0.0064001124171943246,0.5454134419458816,-0.4507462145214949,-0.03318927240805161,0.5461586335646728
global,11,-0.4205775179410569,0.014837395393217302,0.5450183319263403,-0.4577283182269698,-0.02295340812588277,0.5487871678879188
global,12,-0.43610121115855693,-0.00937649275861174,0.5509741472731866,-0.48984530823961436,-0.05025602737208423,0.5608781671295069
global,13,-0.4606863027386072,-0.002423380273314198,0.5604064559180791,-0.4611778053231306,-0.03292896815649821,0.5500857872743286
global,14,-0.469224599075702,-0.012041460936277112,0.5636822560545481,-0.43278883582676597,-0.019800487127492345,0.5393982661674355
global,15,-0.45241726070327193,0.00421477685820686,0.5572339578038902,-0.48804450319028403,-0.040757877066139946,0.5602002227618333
global,16,-0.4808150096428194,-0.020652803086769495,0.5681290293941597,-0.4912112499713488,-0.022590664601211254,0.5613923996412071
global,17,-0.4659450529837492,-0.031422277249033195,0.5624240264134777,-0.47606002599857344,-0.01675221127067082,0.5556884579738269
global,18,-0.4681158300852335,-0.03273595533703983,0.5632568660860002,-0.43285263048505085,0.005401636178732636,0.5394222827756119
global,19,-0.41767313251297944,-0.0069013164162829805,0.5439040363097406,-0.42159089792533133,-0.014936468046449868,0.5351826077691767
global,20,-0.41780966273905795,-0.003664364983311226,0.5439564174541237,-0.4246944750416197,-0.014561205494589847,0.5363510033300458
global,21,-0.4483084469484757,-0.004061625740026953,0.5556575715873318,-0.4581107889371703,-0.016020695937661606,0.5489311556359967
global,22,-0.46349104215904435,0.007144955932440009,0.5614825213781536,-0.47294675399323105,-0.012977858944364415,0.5545164126034284
global,23,-0.494023096503202,-0.006834322609541585,0.5731964399209836,-0.4677405976572009,-0.005374734262951594,0.5525564645421143
global,24,-0.47052114906012665,-0.011969856603434872,0.5641796900212593,-0.45129486941273433,-0.010656768366881581,0.5463651842368017
permuted_alignment,0,-7.516681783092949e-05,nan,0.4094845357781483,-4.155677995720808e-06,nan,0.37898675419165845
permuted_alignment,1,-0.525031523198223,-0.0057919143865271415,0.6244298889161584,-0.5558337946421115,-0.03368346040444432,0.5896379495476527
permuted_alignment,2,-0.42619244113050225,-0.034614584382373643,0.5839598552825652,-0.42843821309392016,-0.0006556039786626193,0.5413569122387893
permuted_alignment,3,-0.43986063675537457,-0.04119399503584747,0.5895563493522907,-0.413380531696671,0.02155019451442624,0.535650274155344
permuted_alignment,4,-0.3907522466628186,-0.04231655007518959,0.569448734457854,-0.41176872361835204,-0.032816125217377166,0.5350394227818637
permuted_alignment,5,-0.3863085236823014,-0.0237360607048591,0.5676292353820058,-0.37807201278281743,-0.020484854560720963,0.5222688687856798
permuted_alignment,6,-0.35756905111709125,0.009417221683612309,0.5558617503245376,-0.3687432878422714,-0.009223462153656341,0.518733420291901
permuted_alignment,7,-0.33298500708922996,0.012580271485506988,0.5457957210996243,-0.39744837022871393,-0.02636514297930599,0.5296122210855498
permuted_alignment,8,-0.38536901595487927,-0.02420884608838224,0.5672445504119275,-0.4151303512035769,-0.02120550308171374,0.5363134298148262
permuted_alignment,9,-0.36667656475533916,-0.016052123760431206,0.5595908560137807,-0.4356423592111389,-0.02818501907209709,0.544087176846376
permuted_alignment,10,-0.3759499674665412,-0.008537902655801056,0.5633878856074293,-0.4488883685272904,-0.024802752879950336,0.5491072180614219
permuted_alignment,11,-0.4578968629157971,-0.03054038954078289,0.596941349941787,-0.4991551449466505,-0.037494529624250796,0.5681575813330976
permuted_alignment,12,-0.4219356617720942,-0.005429948663270889,0.5822169009754063,-0.42412894490391695,0.0017091892121382346,0.5397237634613591
permuted_alignment,13,-0.4266932301033064,-0.011588463948308397,0.5841649052096661,-0.44963285265427544,-0.01684958072234607,0.5493893665117371
