layer_a,layer_b,cosine
8,18,0.018886078752925126
8,19,0.04464100487068955
8,20,0.03351966231594227
8,21,0.03256416469448466
8,22,0.028507657222250973
8,23,0.020004903051894424
8,24,-0.008112906127415012
9,9,1.0
9,10,0.48372317020803296
9,11,0.3047127833599439
9,12,0.2128742531421947
9,13,0.19292401981858248
9,14,0.13545136475194264
9,15,0.03778227574446506
9,16,0.04442954768444055
9,17,0.05637195406182425
9,18,0.05133424411683322
9,19,0.05053757703652625
9,20,0.038019413921755424
9,21,0.04698909130103809
9,22,0.031786999759337076
9,23,0.005152156090702442
9,24,-0.03179428986666752
10,10,0.9999999999999996
10,11,0.4759633151602614
10,12,0.3348854165599456
10,13,0.22710806455114557
10,14,0.1461043975851504
10,15,0.0742648272100949
10,16,0.07993847940058536
10,17,0.0671983018170637
10,18,0.046980088665840185
10,19,0.031195999051347716
10,20,0.04329230605531849
10,21,0.04581733397146013
10,22,0.03532287557668322
10,23,0.022709915415604683
10,24,-0.006916701272544151
11,11,1.0
11,12,0.5124272358861814
11,13,0.3213915854409463
11,14,0.19466065727728488
11,15,0.0866750571203189
11,16,0.09144448982785942
11,17,0.07537819738305906
11,18,0.06764001039939133
11,19,0.06356509806310386
11,20,0.05982960496886922
11,21,0.045326561343900444
11,22,0.031169758118973795
11,23,-0.005656036687909639
11,24,-0.017747989273464687
12,12,0.9999999999999998
12,13,0.51766604646247
12,14,0.29222183912416955
12,15,0.15846992656756917
12,16,0.11600519058707645
12,17,0.11965160953254726
12,18,0.09220422251931452
12,19,0.09035892947003271
12,20,0.06589649301577849
12,21,0.04900817343039557
12,22,0.03202473107571003
12,23,0.02166422708517065
12,24,-0.006773755375400082
13,13,0.9999999999999997
13,14,0.443501673308643
13,15,0.23188919095749252
13,16,0.1566411094710135
13,17,0.12292262134643908
13,18,0.11091792988702134
13,19,0.08620493219081257
13,20,0.07740409456440105
13,21,0.07078112042852114
13,22,0.02957819350918447
13,23,0.016948216394197642
13,24,0.0001653969113429958
14,14,1.0000000000000002
14,15,0.43035666492689556
14,16,0.2597117929953431
14,17,0.21448470507233314
14,18,0.18954844797716078
14,19,0.14972404116649865
14,20,0.13341242393320346
14,21,0.12638757640688503
14,22,0.0894300216314835
14,23,0.07554230098802187
14,24,0.034416546540154414
15,15,0.9999999999999998
15,16,0.5392603806148649
15,17,0.3330286011423614
15,18,0.27357990198392423
15,19,0.23526637016911478
15,20,0.17046600433742357
15,21,0.1334625715569284
15,22,0.1024899543746718
15,23,0.0881797718915975
15,24,0.07361276448072807
16,16,1.0000000000000002
16,17,0.5933294690152396
16,18,0.45449812103164694
16,19,0.3659390938187209
16,20,0.23760652902166982
16,21,0.18526820922631454
16,22,0.14919102796932207
16,23,0.14668416226664044
16,24,0.123309101372995
17,17,0.9999999999999997
17,18,0.6699468766044677
17,19,0.5086327673374603
17,20,0.33336895893454066
17,21,0.2521337323834621
17,22,0.18875932489403113
17,23,0.17946835357583427
17,24,0.14116729900613315
18,18,0.9999999999999999
18,19,0.7117653890883783
18,20,0.4340926460997193
18,21,0.3421516746289109
18,22,0.2619640354005348
18,23,0.22890175607839783
18,24,0.19402699463549028
19,19,1.0000000000000002
19,20,0.5620641744755333
19,21,0.4484978350074889
19,22,0.35638909577371664
19,23,0.2863631084445158
19,24,0.23499393521033138
20,20,1.0000000000000002
20,21,0.7729594588605452
20,22,0.6211823367230166
20,23,0.47359955918538543
20,24,0.38825452425067314
21,21,0.9999999999999999
21,22,0.7718075259211578
21,23,0.5883366194292295
21,24,0.46466422974407406
22,22,1.0000000000000002
22,23,0.7478935265555186
22,24,0.5900414668806855
23,23,0.9999999999999997
23,24,0.7415123013402262
24,24,0.9999999999999996
