control,layer,val_r2,val_pearson_r,val_mse,test_r2,test_pearson_r,test_mse
permuted_alignment,0,-0.0019562508128114775,nan,0.19506524196053593,-0.0001261498410323192,nan,0.2047522097022255
permuted_alignment,1,-0.49380731710150183,0.02519504329046237,0.2908209669997476,-0.4940089438485229,-0.011314255923627295,0.3058630479929912
permuted_alignment,2,-0.39602388206745154,0.020963952211783033,0.27178405855272114,-0.469059767666836,-0.03446885282872253,0.3007552933819729
permuted_alignment,3,-0.3838945784739247,0.019339961711377095,0.2694226724758692,-0.4408482250490169,-0.03871588280223495,0.2949796462888286
permuted_alignment,4,-0.3511049812290574,0.029881230939801533,0.26303904972271025,-0.3821348202925898,-0.01771215733702911,0.282959463269986
permuted_alignment,5,-0.3700659661468251,0.023808324698297207,0.26673045751401253,-0.40665023517261134,-0.024836308567448544,0.28797841549841147
permuted_alignment,6,-0.38262495742002844,0.005664554409011557,0.2691754970748719,-0.3948044968778286,-0.01488525778164121,0.28555328033741545
permuted_alignment,7,-0.4548524249147634,-0.03986955175396473,0.283237057558803,-0.36268441477114655,-0.003163849710409786,0.27897745208994346
permuted_alignment,8,-0.4194937140203998,0.016369283754210505,0.27635326848076047,-0.4117310627472488,-0.0076052337673952804,0.28901859495296167
permuted_alignment,9,-0.44914522165946424,-0.010014654234937465,0.2821259541717941,-0.409242092736503,-0.002449968324136277,0.288509037124018
permuted_alignment,10,-0.4798441236136002,-0.022340956865789574,0.28810255118663225,-0.394564749331457,0.007747986826534368,0.28550419768929347
permuted_alignment,11,-0.5084662083502507,-0.02650847297849956,0.2936748243073803,-0.43964675743282,0.002230006790930586,0.2947336741688704
permuted_alignment,12,-0.48291686729730543,-0.015896439206187246,0.28870076641774484,-0.42628051803247,0.003315370533858637,0.2919972523154216
permuted_alignment,13,-0.4871890049874825,-0.0270076310545069,0.2895324849399329,-0.46557015843487326,0.004172604561624083,0.3000408783040797
permuted_alignment,14,-0.4949114498989462,-0.02773295554584171,0.2910359244204087,-0.4280225076603663,0.027475834638746144,0.29235388355203795
permuted_alignment,15,-0.5006200208597358,-0.014088041355533027,0.2921472940783274,-0.48082434995367085,-0.009914141675431615,0.3031638137669623
permuted_alignment,16,-0.4671600401993181,-0.025346606543981496,0.2856331581385352,-0.4505501908498635,-0.020742425711089776,0.29696589466009105
permuted_alignment,17,-0.48545655000153776,-0.02672217376327589,0.28919520299698886,-0.42644445974660683,0.017366835375325754,0.2920308155096619
permuted_alignment,18,-0.48065492379763186,-0.020432714107553568,0.2882604013262481,-0.4424117802657812,0.014935803927240915,0.2952997472937616
permuted_alignment,19,-0.4567766365310022,-0.003513605042162815,0.2836116715244332,-0.4859805321916706,-0.014754392036851697,0.3042194203092226
permuted_alignment,20,-0.496442969497807,-0.000390424811942335,0.2913340873799958,-0.451090442912746,0.009363653783256537,0.29707649851110424
permuted_alignment,21,-0.47712535042769844,0.0003888861144642235,0.2875732484861266,-0.4600304860316622,-0.0027591907390847846,0.29890676120718734
permuted_alignment,22,-0.5130958807507244,-0.038886778396034286,0.29457614925671194,-0.4474234899074916,0.004265406091676561,0.29632577648386854
permuted_alignment,23,-0.5315939983603608,-0.028440164086065846,0.29817744400826524,-0.47675813485793705,-0.013418018859143288,0.30233135225587354
permuted_alignment,24,-0.5070522753652644,-0.02639154120460283,0.29339955362604203,-0.48543706039905876,-0.014421329986656085,0.3041081572945861
