layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,nan,1.0000000000000002,0.289854200103526,0.12020879682960754,0.04235945838190519,-0.002465039122637954,-0.01939254780943115,0.008507518444561686,-0.02100923481440181,-0.01132979633474698,-0.03760639520393175,-0.006223031208195513,-0.009207834202515464,-0.005363108925858359,-0.024112253772353653,-0.05575557936786388,-0.047940485162356834,-0.028946607204827574,-0.023131024811514946,-0.03302137275228462,-0.03113455922987197,-0.021620137200821513,-0.033304578813879326,-0.025723365074466285,-0.007523862559938878
2,nan,0.289854200103526,1.0000000000000002,0.39713183171763844,0.16704986009086892,0.1153330003835657,0.048747513350541276,0.034426243717165975,-0.0019071352310071968,0.006750927583193498,0.014919866524553977,0.00644254130852024,0.011125584059425472,-0.001855918148514192,-0.022978425070706604,-0.04732454804259106,-0.046663616849749616,-0.0231115277016544,-0.02300944486245239,-0.02037150387737406,-0.03826063207383472,-0.023499917273728254,-0.04250899658579398,-0.044642528928971255,-0.031772223586613905
3,nan,0.12020879682960754,0.39713183171763844,1.0000000000000004,0.32637976756201426,0.17457505214768002,0.10838249426832958,0.06719935984981783,0.039809017348423216,0.04137799395049839,0.04984576387438691,0.043511745902458564,0.0632180153060529,0.07133950879018054,0.07138208802062856,0.03510727460838698,0.04892732610273432,0.023336854812958607,0.022168601905474566,0.006356740748864775,0.018981422728935063,0.03463951400739107,0.044413634151405326,0.036137538485979497,0.019161460047190892
4,nan,0.04235945838190519,0.16704986009086892,0.32637976756201426,1.0000000000000004,0.38021978453833555,0.22681225683329387,0.1238573259241206,0.10847141363463805,0.0928148414419824,0.05715931019412682,0.03614121377546918,0.05760614617464112,0.06096448571286739,0.05819505006820419,0.03126221202585006,0.046206020899654775,0.013843838435745597,0.02031572914763674,0.024200995471624458,0.03666500951935954,0.04858796669265663,0.040138275071733384,0.03964740878081368,0.005585868242786603
5,nan,-0.002465039122637954,0.1153330003835657,0.17457505214768002,0.38021978453833555,0.9999999999999998,0.4393094245101318,0.2323700199315819,0.1889668637894168,0.14358604342942394,0.14689702982924935,0.08850613744390606,0.08696138967235315,0.08306368969652014,0.08903335908131699,0.0413287293508197,0.031149575365430254,0.014878819485213982,-0.0021404212921002797,0.0004397878148850909,0.00028554003329950804,0.012530033834454127,0.01232821639782063,0.0004172819935448482,-0.02327436810156934
6,nan,-0.01939254780943115,0.048747513350541276,0.10838249426832958,0.22681225683329387,0.4393094245101318,0.9999999999999999,0.469173600020383,0.30850267473273746,0.23629274101667547,0.17734339334243704,0.12594713124203627,0.12009296066080957,0.10529772907912838,0.09106587580685858,0.06184345068681075,0.05332815013871477,0.0070592781631736755,-0.007724237685213643,-0.0027439504058137873,0.0022317879870943046,0.004300949831502657,-0.0009375425105463998,-0.003762306470932796,-0.012893901758100425
7,nan,0.008507518444561686,0.034426243717165975,0.06719935984981783,0.1238573259241206,0.2323700199315819,0.469173600020383,1.0000000000000004,0.5412284793088499,0.34840198271185036,0.236945609337817,0.16721305528911154,0.11291676540852415,0.10772357641797872,0.08967896808518243,0.04515906426848906,0.05043723813243138,0.024062186494149138,0.0019639626811090004,0.02751116769821247,0.019100087196117818,0.01164155161815305,0.0018706128742748494,0.006173970759405857,-0.009535516442061437
8,nan,-0.02100923481440181,-0.0019071352310071968,0.039809017348423216,0.10847141363463805,0.1889668637894168,0.30850267473273746,0.5412284793088499,1.0000000000000002,0.5172083448307615,0.3377629377420401,0.22503116793180464,0.19512912748394673,0.14509309097642148,0.11127617554241409,0.05559447841391428,0.05400217587106711,0.043339572150266174,0.028620620100869396,0.03910057932094131,0.05492186962337901,0.03791121051662363,0.033541086068757206,0.0326688248351968,0.016530593603952766
9,nan,-0.01132979633474698,0.006750927583193498,0.04137799395049839,0.0928148414419824,0.14358604342942394,0.23629274101667547,0.34840198271185036,0.5172083448307615,0.9999999999999998,0.56863773612621,0.3618694388554561,0.2767633035019352,0.19317902207671644,0.13624410367497672,0.046839693912005126,0.0353830604288584,0.03402154358218146,0.02762618703313433,0.010648315227325247,0.013085780773836042,0.023399340196886602,0.031751169385163584,0.01872397738558197,-0.02014584422194087
